CMDLINE python python/solution_pandas.py
MEM 9904.359375 1614116371.9826
MEM 9904.617188 1614116372.0829
MEM 9905.132812 1614116372.1832
MEM 9905.648438 1614116372.2835
MEM 9906.164062 1614116372.3838
MEM 9906.421875 1614116372.4842
MEM 9906.937500 1614116372.5846
MEM 9907.453125 1614116372.6849
MEM 9907.710938 1614116372.7853
MEM 9908.226562 1614116372.8856
MEM 9908.742188 1614116372.9860
MEM 9909.000000 1614116373.0864
MEM 9909.515625 1614116373.1867
MEM 9910.031250 1614116373.2870
MEM 9910.289062 1614116373.3874
MEM 9910.804688 1614116373.4880
MEM 9911.320312 1614116373.5883
MEM 9911.578125 1614116373.6886
MEM 9912.093750 1614116373.7890
MEM 9912.609375 1614116373.8893
MEM 9913.125000 1614116373.9896
MEM 9913.382812 1614116374.0901
MEM 9913.898438 1614116374.1905
MEM 9914.414062 1614116374.2909
MEM 9914.671875 1614116374.3913
MEM 9915.187500 1614116374.4916
MEM 9915.703125 1614116374.5920
MEM 9916.218750 1614116374.6923
MEM 9916.476562 1614116374.7926
MEM 9916.992188 1614116374.8930
MEM 9917.507812 1614116374.9933
MEM 9918.023438 1614116375.0937
MEM 9918.281250 1614116375.1939
MEM 9918.796875 1614116375.2943
MEM 9919.312500 1614116375.3946
MEM 9919.570312 1614116375.4950
MEM 9919.570312 1614116375.5957
MEM 9840.609375 1614116375.6962
MEM 9840.609375 1614116375.7968
MEM 9761.527344 1614116375.8972
MEM 9761.527344 1614116375.9975
MEM 9761.527344 1614116376.0978
MEM 9761.527344 1614116376.1982
MEM 9761.527344 1614116376.2985
MEM 9761.527344 1614116376.3988
MEM 9761.527344 1614116376.4991
MEM 9761.527344 1614116376.5994
MEM 9761.527344 1614116376.7001
MEM 9761.527344 1614116376.8004
MEM 9761.527344 1614116376.9007
MEM 9761.527344 1614116377.0010
MEM 9761.527344 1614116377.1013
MEM 9761.527344 1614116377.2016
MEM 9761.527344 1614116377.3020
MEM 9761.527344 1614116377.4023
MEM 9761.527344 1614116377.5026
MEM 9761.527344 1614116377.6029
MEM 9761.527344 1614116377.7033
MEM 9761.527344 1614116377.8036
MEM 9761.527344 1614116377.9040
MEM 9761.527344 1614116378.0043
MEM 9761.527344 1614116378.1047
MEM 9761.527344 1614116378.2050
MEM 9761.527344 1614116378.3053
MEM 9761.527344 1614116378.4056
MEM 9761.527344 1614116378.5067
MEM 9761.527344 1614116378.6070
MEM 9761.527344 1614116378.7073
MEM 9761.527344 1614116378.8077
MEM 9761.527344 1614116378.9080
MEM 9761.527344 1614116379.0082
MEM 9761.527344 1614116379.1085
MEM 9761.527344 1614116379.2089
MEM 9761.527344 1614116379.3092
MEM 9761.527344 1614116379.4097
MEM 9761.527344 1614116379.5101
MEM 9761.527344 1614116379.6105
MEM 9761.527344 1614116379.7108
MEM 9761.527344 1614116379.8112
MEM 9761.527344 1614116379.9115
MEM 9761.527344 1614116380.0118
MEM 9761.527344 1614116380.1121
MEM 9761.527344 1614116380.2124
MEM 9761.527344 1614116380.3127
MEM 9761.527344 1614116380.4130
MEM 9761.527344 1614116380.5134
MEM 9761.527344 1614116380.6139
MEM 9761.527344 1614116380.7142
MEM 9761.527344 1614116380.8145
MEM 9761.527344 1614116380.9149
MEM 9761.527344 1614116381.0151
MEM 9761.527344 1614116381.1154
MEM 9761.527344 1614116381.2158
MEM 9761.527344 1614116381.3161
MEM 9761.527344 1614116381.4164
MEM 9761.527344 1614116381.5166
MEM 9761.527344 1614116381.6169
MEM 9761.527344 1614116381.7172
MEM 9761.527344 1614116381.8176
MEM 9761.527344 1614116381.9179
MEM 9761.527344 1614116382.0183
MEM 9761.527344 1614116382.1187
MEM 9761.527344 1614116382.2190
MEM 9761.527344 1614116382.3193
MEM 9761.527344 1614116382.4197
MEM 9761.527344 1614116382.5201
MEM 9761.527344 1614116382.6205
MEM 9761.527344 1614116382.7208
MEM 9761.527344 1614116382.8212
MEM 9761.527344 1614116382.9215
MEM 9761.527344 1614116383.0219
MEM 9761.527344 1614116383.1222
MEM 9761.527344 1614116383.2226
MEM 9761.527344 1614116383.3229
MEM 9761.527344 1614116383.4233
MEM 9761.527344 1614116383.5236
MEM 9761.527344 1614116383.6240
MEM 9761.527344 1614116383.7243
MEM 9761.527344 1614116383.8247
MEM 9761.527344 1614116383.9250
MEM 9761.527344 1614116384.0253
MEM 9761.527344 1614116384.1257
MEM 9761.527344 1614116384.2260
MEM 9761.527344 1614116384.3264
MEM 9761.527344 1614116384.4267
MEM 9761.527344 1614116384.5271
MEM 9761.527344 1614116384.6275
MEM 9761.527344 1614116384.7278
MEM 9761.527344 1614116384.8282
MEM 9761.527344 1614116384.9285
MEM 9761.527344 1614116385.0289
MEM 9761.527344 1614116385.1292
MEM 9761.527344 1614116385.2296
MEM 9761.527344 1614116385.3299
MEM 9761.527344 1614116385.4303
MEM 9761.527344 1614116385.5306
MEM 9761.527344 1614116385.6310
MEM 9761.527344 1614116385.7313
MEM 9761.527344 1614116385.8316
MEM 9761.527344 1614116385.9320
MEM 9761.527344 1614116386.0322
MEM 9761.527344 1614116386.1326
MEM 9761.527344 1614116386.2334
MEM 9776.300781 1614116386.3338
MEM 9808.269531 1614116386.4343
MEM 9838.949219 1614116386.5348
MEM 9840.496094 1614116386.6352
MEM 9840.496094 1614116386.7356
MEM 9903.402344 1614116386.8361
MEM 10096.761719 1614116386.9365
MEM 10315.625000 1614116387.0368
MEM 10528.792969 1614116387.1371
MEM 10710.191406 1614116387.2375
MEM 10710.191406 1614116387.3379
MEM 10710.191406 1614116387.4382
MEM 10710.191406 1614116387.5386
MEM 10710.191406 1614116387.6389
MEM 10710.191406 1614116387.7393
MEM 10710.191406 1614116387.8397
MEM 10710.191406 1614116387.9400
MEM 10710.191406 1614116388.0404
MEM 10710.191406 1614116388.1408
MEM 10710.191406 1614116388.2412
MEM 10710.191406 1614116388.3416
MEM 10710.191406 1614116388.4421
MEM 10710.191406 1614116388.5423
MEM 10710.191406 1614116388.6427
MEM 10710.191406 1614116388.7430
MEM 10710.191406 1614116388.8434
MEM 10710.191406 1614116388.9438
MEM 10710.191406 1614116389.0441
MEM 10710.191406 1614116389.1445
MEM 10710.191406 1614116389.2449
MEM 10631.347656 1614116389.3453
MEM 10631.425781 1614116389.4457
MEM 10631.730469 1614116389.5461
MEM 10633.019531 1614116389.6466
MEM 10635.339844 1614116389.7469
MEM 10635.339844 1614116389.8473
MEM 10640.496094 1614116389.9476
MEM 10640.496094 1614116390.0479
MEM 10640.496094 1614116390.1483
MEM 10640.496094 1614116390.2487
MEM 10650.550781 1614116390.3490
MEM 10650.550781 1614116390.4494
MEM 10650.550781 1614116390.5498
MEM 10650.550781 1614116390.6501
MEM 10640.578125 1614116390.7504
MEM 10640.578125 1614116390.8508
MEM 10640.578125 1614116390.9511
MEM 10640.578125 1614116391.0515
MEM 10640.578125 1614116391.1518
MEM 10640.578125 1614116391.2522
MEM 10640.578125 1614116391.3525
MEM 10640.578125 1614116391.4529
MEM 10640.578125 1614116391.5532
MEM 10650.371094 1614116391.6536
MEM 10650.371094 1614116391.7539
MEM 10650.332031 1614116391.8542
MEM 10670.441406 1614116391.9546
MEM 10670.441406 1614116392.0550
MEM 10650.535156 1614116392.1553
MEM 10650.535156 1614116392.2556
MEM 10650.535156 1614116392.3560
MEM 10650.535156 1614116392.4564
MEM 10650.535156 1614116392.5567
MEM 10650.535156 1614116392.6571
MEM 10650.535156 1614116392.7574
MEM 10650.535156 1614116392.8578
MEM 10650.535156 1614116392.9582
MEM 10650.535156 1614116393.0585
MEM 10650.535156 1614116393.1589
MEM 10650.535156 1614116393.2592
MEM 10650.535156 1614116393.3596
MEM 10650.535156 1614116393.4599
MEM 10650.535156 1614116393.5603
MEM 10650.535156 1614116393.6606
MEM 10670.382812 1614116393.7610
MEM 10670.382812 1614116393.8614
MEM 10670.382812 1614116393.9618
MEM 10670.371094 1614116394.0621
MEM 10670.371094 1614116394.1625
MEM 10670.371094 1614116394.2630
MEM 10670.371094 1614116394.3634
MEM 10670.371094 1614116394.4638
MEM 10670.371094 1614116394.5642
MEM 10670.371094 1614116394.6645
MEM 10670.371094 1614116394.7649
MEM 10670.371094 1614116394.8653
MEM 10670.371094 1614116394.9657
MEM 10710.300781 1614116395.0661
MEM 10710.300781 1614116395.1664
MEM 10710.300781 1614116395.2668
MEM 10710.300781 1614116395.3672
MEM 10710.300781 1614116395.4676
MEM 10710.300781 1614116395.5680
MEM 10710.300781 1614116395.6683
MEM 10710.300781 1614116395.7687
MEM 10670.492188 1614116395.8696
MEM 10676.574219 1614116395.9700
MEM 10683.089844 1614116396.0704
MEM 10687.203125 1614116396.1708
MEM 10693.648438 1614116396.2711
MEM 10699.062500 1614116396.3715
MEM 10706.921875 1614116396.4719
MEM 10712.921875 1614116396.5723
MEM 10718.921875 1614116396.6726
MEM 10725.152344 1614116396.7729
MEM 10731.152344 1614116396.8733
MEM 10734.484375 1614116396.9737
MEM 10739.898438 1614116397.0741
MEM 10746.085938 1614116397.1745
MEM 10752.015625 1614116397.2748
MEM 10757.429688 1614116397.3753
MEM 10763.339844 1614116397.4757
MEM 10769.269531 1614116397.5760
MEM 10776.679688 1614116397.6764
MEM 10784.996094 1614116397.7768
MEM 10789.757812 1614116397.8771
MEM 10797.039062 1614116397.9775
MEM 10801.039062 1614116398.0779
MEM 10803.789062 1614116398.1783
MEM 10809.460938 1614116398.2786
MEM 10815.390625 1614116398.3790
MEM 10821.578125 1614116398.4793
MEM 10827.507812 1614116398.5797
MEM 10833.179688 1614116398.6801
MEM 10838.847656 1614116398.7804
MEM 10845.035156 1614116398.8808
MEM 10852.636719 1614116398.9812
MEM 10857.402344 1614116399.0815
MEM 10864.488281 1614116399.1819
MEM 10868.546875 1614116399.2823
MEM 10873.703125 1614116399.3827
MEM 10879.824219 1614116399.4829
MEM 10887.109375 1614116399.5833
MEM 10893.105469 1614116399.6837
MEM 10899.105469 1614116399.7841
MEM 10902.875000 1614116399.8845
MEM 10749.976562 1614116399.9849
MEM 10758.546875 1614116400.0853
MEM 10764.546875 1614116400.1857
MEM 10770.789062 1614116400.2861
MEM 10776.789062 1614116400.3864
MEM 10782.789062 1614116400.4868
MEM 10788.789062 1614116400.5872
MEM 10794.789062 1614116400.6876
MEM 10798.789062 1614116400.7880
MEM 10804.789062 1614116400.8883
MEM 10810.789062 1614116400.9887
MEM 10816.789062 1614116401.0891
MEM 10822.789062 1614116401.1894
MEM 10828.789062 1614116401.2898
MEM 10831.433594 1614116401.3902
MEM 10836.332031 1614116401.4906
MEM 10841.746094 1614116401.5910
MEM 10847.417969 1614116401.6913
MEM 10852.832031 1614116401.7917
MEM 10858.503906 1614116401.8921
MEM 10863.917969 1614116401.9924
MEM 10869.589844 1614116402.0928
MEM 10875.003906 1614116402.1931
MEM 10880.675781 1614116402.2935
MEM 10886.347656 1614116402.3938
MEM 10891.761719 1614116402.4942
MEM 10897.175781 1614116402.5945
MEM 10902.847656 1614116402.6948
MEM 10907.488281 1614116402.7952
MEM 10912.386719 1614116402.8956
MEM 10917.285156 1614116402.9959
MEM 10922.660156 1614116403.0963
MEM 10927.816406 1614116403.1967
MEM 10930.171875 1614116403.2970
MEM 10934.000000 1614116403.3974
MEM 10938.621094 1614116403.4977
MEM 10943.203125 1614116403.5981
MEM 10938.847656 1614116403.6985
MEM 10945.359375 1614116403.7989
MEM 10951.359375 1614116403.8992
MEM 10953.359375 1614116403.9996
MEM 10956.945312 1614116404.1000
MEM 10962.101562 1614116404.2003
MEM 10968.222656 1614116404.3007
MEM 10813.414062 1614116404.4010
MEM 10813.414062 1614116404.5014
MEM 10813.414062 1614116404.6017
MEM 10813.414062 1614116404.7020
MEM 10813.414062 1614116404.8024
MEM 10813.414062 1614116404.9027
MEM 10813.414062 1614116405.0032
MEM 10813.414062 1614116405.1035
MEM 10813.414062 1614116405.2039
MEM 10813.414062 1614116405.3042
MEM 10813.414062 1614116405.4045
MEM 10813.414062 1614116405.5049
MEM 10813.414062 1614116405.6054
MEM 10813.414062 1614116405.7058
MEM 10813.414062 1614116405.8061
MEM 10813.417969 1614116405.9065
MEM 10813.417969 1614116406.0068
MEM 10813.417969 1614116406.1071
MEM 10813.417969 1614116406.2075
MEM 10813.417969 1614116406.3078
MEM 10813.417969 1614116406.4081
MEM 10813.417969 1614116406.5085
MEM 10813.417969 1614116406.6088
MEM 10813.417969 1614116406.7091
MEM 10813.417969 1614116406.8095
MEM 10813.417969 1614116406.9098
MEM 10813.417969 1614116407.0101
MEM 10813.417969 1614116407.1105
MEM 10813.417969 1614116407.2108
MEM 10813.417969 1614116407.3111
MEM 10813.417969 1614116407.4114
MEM 10813.417969 1614116407.5117
MEM 10813.417969 1614116407.6120
MEM 10813.417969 1614116407.7126
MEM 10813.417969 1614116407.8130
MEM 10813.417969 1614116407.9134
MEM 10813.417969 1614116408.0138
MEM 10813.417969 1614116408.1141
MEM 10813.417969 1614116408.2145
MEM 10813.417969 1614116408.3149
MEM 10813.417969 1614116408.4153
MEM 10813.417969 1614116408.5156
MEM 10813.417969 1614116408.6160
MEM 10813.417969 1614116408.7164
MEM 10813.417969 1614116408.8168
MEM 10813.417969 1614116408.9172
MEM 10813.417969 1614116409.0176
MEM 10813.417969 1614116409.1180
MEM 10813.417969 1614116409.2184
MEM 10813.417969 1614116409.3188
MEM 10813.417969 1614116409.4192
MEM 10813.417969 1614116409.5196
MEM 10813.417969 1614116409.6200
MEM 10813.417969 1614116409.7205
MEM 10740.601562 1614116409.8208
MEM 10778.113281 1614116409.9212
MEM 10815.109375 1614116410.0216
MEM 10815.109375 1614116410.1221
MEM 10815.109375 1614116410.2225
MEM 10766.167969 1614116410.3229
MEM 10811.542969 1614116410.4232
MEM 10815.152344 1614116410.5236
MEM 10761.785156 1614116410.6240
MEM 10806.902344 1614116410.7244
MEM 10815.152344 1614116410.8247
MEM 10753.921875 1614116410.9251
MEM 10791.949219 1614116411.0255
MEM 10815.152344 1614116411.1259
MEM 10815.152344 1614116411.2262
MEM 10738.582031 1614116411.3265
MEM 10783.570312 1614116411.4269
MEM 10815.152344 1614116411.5273
MEM 10815.152344 1614116411.6276
MEM 10760.882812 1614116411.7280
MEM 10786.277344 1614116411.8284
MEM 10811.542969 1614116411.9288
MEM 10815.152344 1614116412.0292
MEM 10815.152344 1614116412.1296
MEM 10815.152344 1614116412.2300
MEM 10815.152344 1614116412.3304
MEM 10815.152344 1614116412.4308
MEM 10739.253906 1614116412.5312
MEM 10775.734375 1614116412.6316
MEM 10812.859375 1614116412.7320
MEM 10815.179688 1614116412.8324
MEM 10815.179688 1614116412.9328
MEM 10763.363281 1614116413.0332
MEM 10803.324219 1614116413.1336
MEM 10815.183594 1614116413.2339
MEM 10815.183594 1614116413.3343
MEM 10772.644531 1614116413.4347
MEM 10815.183594 1614116413.5351
MEM 10815.183594 1614116413.6353
MEM 10830.734375 1614116413.7357
MEM 11017.445312 1614116413.8360
MEM 11135.015625 1614116413.9365
MEM 11214.945312 1614116414.0448
MEM 0.000000 1614116415.6675
MEM 0.000000 1614116415.7688
MEM 0.000000 1614116415.8692
MEM 0.000000 1614116415.9696
MEM 0.000000 1614116416.0698
