CMDLINE python python/solution_pandas.py
MEM 5667.062500 1614116294.0466
MEM 5675.621094 1614116294.1469
MEM 5684.707031 1614116294.2472
MEM 5692.785156 1614116294.3475
MEM 5701.605469 1614116294.4478
MEM 5710.714844 1614116294.5482
MEM 5719.515625 1614116294.6485
MEM 5728.351562 1614116294.7489
MEM 5737.242188 1614116294.8492
MEM 5746.011719 1614116294.9496
MEM 5754.855469 1614116295.0499
MEM 5763.675781 1614116295.1503
MEM 5772.765625 1614116295.2507
MEM 5781.605469 1614116295.3509
MEM 5790.390625 1614116295.4513
MEM 5799.234375 1614116295.5516
MEM 5808.062500 1614116295.6520
MEM 5816.875000 1614116295.7523
MEM 5825.191406 1614116295.8527
MEM 5834.031250 1614116295.9530
MEM 5842.871094 1614116296.0534
MEM 5851.980469 1614116296.1537
MEM 5860.570312 1614116296.2541
MEM 5860.828125 1614116296.3545
MEM 5860.828125 1614116296.4548
MEM 5860.828125 1614116296.5553
MEM 5860.828125 1614116296.6558
MEM 5860.828125 1614116296.7563
MEM 5860.828125 1614116296.8567
MEM 5860.828125 1614116296.9571
MEM 5860.828125 1614116297.0574
MEM 5860.828125 1614116297.1578
MEM 5860.828125 1614116297.2582
MEM 5860.828125 1614116297.3586
MEM 5860.828125 1614116297.4592
MEM 5860.828125 1614116297.5596
MEM 5860.828125 1614116297.6601
MEM 5860.828125 1614116297.7605
MEM 5860.828125 1614116297.8609
MEM 5860.828125 1614116297.9613
MEM 5860.828125 1614116298.0617
MEM 5860.828125 1614116298.1621
MEM 5860.828125 1614116298.2625
MEM 5860.828125 1614116298.3630
MEM 5860.828125 1614116298.4634
MEM 5860.828125 1614116298.5638
MEM 5860.828125 1614116298.6642
MEM 5860.828125 1614116298.7646
MEM 5860.828125 1614116298.8650
MEM 5860.828125 1614116298.9654
MEM 5860.828125 1614116299.0658
MEM 5861.343750 1614116299.1667
MEM 5864.828125 1614116299.2670
MEM 5871.710938 1614116299.3674
MEM 5879.957031 1614116299.4677
MEM 5887.796875 1614116299.5681
MEM 5895.144531 1614116299.6684
MEM 5903.144531 1614116299.7687
MEM 5911.226562 1614116299.8691
MEM 5919.554688 1614116299.9695
MEM 5927.878906 1614116300.0698
MEM 5935.972656 1614116300.1702
MEM 5944.546875 1614116300.2705
MEM 5950.828125 1614116300.3711
MEM 5953.378906 1614116300.4715
MEM 5962.179688 1614116300.5718
MEM 5970.558594 1614116300.6722
MEM 5979.117188 1614116300.7725
MEM 5987.414062 1614116300.8729
MEM 5995.730469 1614116300.9732
MEM 6004.101562 1614116301.0736
MEM 6012.367188 1614116301.1739
MEM 6020.238281 1614116301.2743
MEM 6028.023438 1614116301.3747
MEM 6036.332031 1614116301.4750
MEM 6044.500000 1614116301.5753
MEM 6052.753906 1614116301.6757
MEM 6061.054688 1614116301.7760
MEM 6068.871094 1614116301.8763
MEM 6076.937500 1614116301.9767
MEM 6085.007812 1614116302.0770
MEM 6093.078125 1614116302.1774
MEM 6101.398438 1614116302.2777
MEM 6109.734375 1614116302.3781
MEM 6117.800781 1614116302.4784
MEM 6126.132812 1614116302.5789
MEM 6134.324219 1614116302.6792
MEM 6142.550781 1614116302.7796
MEM 6150.960938 1614116302.8799
MEM 6159.230469 1614116302.9803
MEM 6167.378906 1614116303.0807
MEM 6175.664062 1614116303.1810
MEM 6183.777344 1614116303.2813
MEM 6191.921875 1614116303.3816
MEM 6199.757812 1614116303.4820
MEM 6207.863281 1614116303.5824
MEM 6214.203125 1614116303.6827
MEM 6220.796875 1614116303.7829
MEM 6228.628906 1614116303.8833
MEM 6236.996094 1614116303.9836
MEM 6245.082031 1614116304.0840
MEM 6253.261719 1614116304.1843
MEM 6261.296875 1614116304.2846
MEM 6269.148438 1614116304.3850
MEM 6277.167969 1614116304.4854
MEM 6285.265625 1614116304.5857
MEM 6293.183594 1614116304.6860
MEM 6301.101562 1614116304.7864
MEM 6309.218750 1614116304.8867
MEM 6316.867188 1614116304.9869
MEM 6325.066406 1614116305.0873
MEM 6333.207031 1614116305.1877
MEM 6341.390625 1614116305.2880
MEM 6349.550781 1614116305.3883
MEM 6357.648438 1614116305.4887
MEM 6366.015625 1614116305.5891
MEM 6374.117188 1614116305.6894
MEM 6382.152344 1614116305.7897
MEM 6390.519531 1614116305.8901
MEM 6398.894531 1614116305.9904
MEM 6406.933594 1614116306.0908
MEM 6415.292969 1614116306.1912
MEM 6423.632812 1614116306.2915
MEM 6432.019531 1614116306.3919
MEM 6439.835938 1614116306.4922
MEM 6448.164062 1614116306.5926
MEM 6456.578125 1614116306.6930
MEM 6464.933594 1614116306.7933
MEM 6473.328125 1614116306.8937
MEM 6481.675781 1614116306.9940
MEM 6490.039062 1614116307.0944
MEM 6498.152344 1614116307.1947
MEM 6506.605469 1614116307.2950
MEM 6514.863281 1614116307.3954
MEM 6523.242188 1614116307.4958
MEM 6531.566406 1614116307.5961
MEM 6539.917969 1614116307.6966
MEM 6548.042969 1614116307.7969
MEM 6556.382812 1614116307.8973
MEM 6564.273438 1614116307.9977
MEM 6572.093750 1614116308.0980
MEM 6580.007812 1614116308.1983
MEM 6588.339844 1614116308.2987
MEM 6596.480469 1614116308.3990
MEM 6604.855469 1614116308.4994
MEM 6612.988281 1614116308.5998
MEM 6620.925781 1614116308.7001
MEM 6629.285156 1614116308.8005
MEM 6633.925781 1614116308.9009
MEM 6642.210938 1614116309.0013
MEM 6650.593750 1614116309.1016
MEM 6656.656250 1614116309.2020
MEM 6665.023438 1614116309.3023
MEM 6672.710938 1614116309.4027
MEM 6680.964844 1614116309.5030
MEM 6690.066406 1614116309.6034
MEM 6698.417969 1614116309.7037
MEM 6706.578125 1614116309.8041
MEM 6714.585938 1614116309.9045
MEM 6723.210938 1614116310.0048
MEM 6731.781250 1614116310.1052
MEM 6740.609375 1614116310.2056
MEM 6749.230469 1614116310.3059
MEM 6757.617188 1614116310.4062
MEM 6766.156250 1614116310.5066
MEM 6774.753906 1614116310.6069
MEM 6783.371094 1614116310.7073
MEM 6791.742188 1614116310.8077
MEM 6800.117188 1614116310.9080
MEM 6808.699219 1614116311.0083
MEM 6817.273438 1614116311.1087
MEM 6821.609375 1614116311.2091
MEM 6827.894531 1614116311.3094
MEM 6834.855469 1614116311.4098
MEM 6841.816406 1614116311.5101
MEM 6848.917969 1614116311.6104
MEM 6857.007812 1614116311.7108
MEM 6865.601562 1614116311.8111
MEM 6874.441406 1614116311.9114
MEM 6882.511719 1614116312.0117
MEM 6890.980469 1614116312.1121
MEM 6899.496094 1614116312.2124
MEM 6907.593750 1614116312.3127
MEM 6915.457031 1614116312.4131
MEM 6923.574219 1614116312.5134
MEM 6931.449219 1614116312.6137
MEM 6939.781250 1614116312.7141
MEM 6947.906250 1614116312.8145
MEM 6956.265625 1614116312.9149
MEM 6965.156250 1614116313.0153
MEM 6974.039062 1614116313.1156
MEM 6982.664062 1614116313.2160
MEM 6991.207031 1614116313.3163
MEM 6999.804688 1614116313.4167
MEM 7008.144531 1614116313.5170
MEM 7015.746094 1614116313.6174
MEM 7023.859375 1614116313.7177
MEM 7031.968750 1614116313.8181
MEM 7040.058594 1614116313.9184
MEM 7047.148438 1614116314.0187
MEM 7055.308594 1614116314.1190
MEM 7063.593750 1614116314.2193
MEM 7071.718750 1614116314.3197
MEM 7079.808594 1614116314.4200
MEM 7087.964844 1614116314.5204
MEM 7096.011719 1614116314.6207
MEM 7102.136719 1614116314.7211
MEM 7108.171875 1614116314.8215
MEM 7114.261719 1614116314.9218
MEM 7122.070312 1614116315.0222
MEM 7129.664062 1614116315.1225
MEM 7134.492188 1614116315.2228
MEM 7140.539062 1614116315.3232
MEM 7147.125000 1614116315.4236
MEM 7153.207031 1614116315.5240
MEM 7159.554688 1614116315.6244
MEM 7166.609375 1614116315.7247
MEM 7174.140625 1614116315.8249
MEM 7180.449219 1614116315.9253
MEM 7187.035156 1614116316.0256
MEM 7194.839844 1614116316.1259
MEM 7201.652344 1614116316.2263
MEM 7209.214844 1614116316.3266
MEM 7217.046875 1614116316.4269
MEM 7224.378906 1614116316.5272
MEM 7231.148438 1614116316.6275
MEM 7238.472656 1614116316.7278
MEM 7245.910156 1614116316.8282
MEM 7253.339844 1614116316.9285
MEM 7260.667969 1614116317.0288
MEM 7267.980469 1614116317.1291
MEM 7275.816406 1614116317.2294
MEM 7283.949219 1614116317.3298
MEM 7291.746094 1614116317.4302
MEM 7295.097656 1614116317.5305
MEM 7295.097656 1614116317.6309
MEM 7295.097656 1614116317.7313
MEM 7295.097656 1614116317.8317
MEM 7295.097656 1614116317.9322
MEM 7295.097656 1614116318.0326
MEM 7295.097656 1614116318.1331
MEM 7295.097656 1614116318.2335
MEM 7295.097656 1614116318.3339
MEM 7295.097656 1614116318.4343
MEM 7295.097656 1614116318.5346
MEM 7295.097656 1614116318.6349
MEM 7295.097656 1614116318.7353
MEM 7295.097656 1614116318.8358
MEM 7295.097656 1614116318.9362
MEM 7295.097656 1614116319.0367
MEM 7295.097656 1614116319.1371
MEM 7295.097656 1614116319.2376
MEM 7295.097656 1614116319.3379
MEM 7295.097656 1614116319.4383
MEM 7295.097656 1614116319.5387
MEM 7295.097656 1614116319.6390
MEM 7295.097656 1614116319.7394
MEM 7295.097656 1614116319.8398
MEM 7295.097656 1614116319.9402
MEM 7295.097656 1614116320.0406
MEM 7295.097656 1614116320.1410
MEM 7295.097656 1614116320.2414
MEM 7295.097656 1614116320.3418
MEM 7295.097656 1614116320.4422
MEM 7295.097656 1614116320.5426
MEM 7295.097656 1614116320.6430
MEM 7295.097656 1614116320.7434
MEM 7295.097656 1614116320.8438
MEM 7295.097656 1614116320.9442
MEM 7295.097656 1614116321.0446
MEM 7295.097656 1614116321.1450
MEM 7299.808594 1614116321.2453
MEM 7308.644531 1614116321.3457
MEM 7316.984375 1614116321.4461
MEM 7325.070312 1614116321.5464
MEM 7333.484375 1614116321.6467
MEM 7341.707031 1614116321.7471
MEM 7350.289062 1614116321.8475
MEM 7358.605469 1614116321.9478
MEM 7367.003906 1614116322.0482
MEM 7375.300781 1614116322.1485
MEM 7383.136719 1614116322.2488
MEM 7384.683594 1614116322.3494
MEM 7390.968750 1614116322.4497
MEM 7399.261719 1614116322.5500
MEM 7407.597656 1614116322.6504
MEM 7415.683594 1614116322.7507
MEM 7423.773438 1614116322.8510
MEM 7431.832031 1614116322.9514
MEM 7440.183594 1614116323.0518
MEM 7445.261719 1614116323.1521
MEM 7452.738281 1614116323.2525
MEM 7460.894531 1614116323.3528
MEM 7468.734375 1614116323.4531
MEM 7476.312500 1614116323.5534
MEM 7484.335938 1614116323.6538
MEM 7492.433594 1614116323.7542
MEM 7500.746094 1614116323.8545
MEM 7509.164062 1614116323.9549
MEM 7517.453125 1614116324.0552
MEM 7525.488281 1614116324.1556
MEM 7533.558594 1614116324.2559
MEM 7541.937500 1614116324.3563
MEM 7549.953125 1614116324.4566
MEM 7557.562500 1614116324.5569
MEM 7565.847656 1614116324.6573
MEM 7573.683594 1614116324.7576
MEM 7581.500000 1614116324.8579
MEM 7587.621094 1614116324.9584
MEM 7594.355469 1614116325.0587
MEM 7597.648438 1614116325.1591
MEM 7603.000000 1614116325.2594
MEM 7609.750000 1614116325.3597
MEM 7616.808594 1614116325.4600
MEM 7625.125000 1614116325.5604
MEM 7632.972656 1614116325.6607
MEM 7641.042969 1614116325.7611
MEM 7649.367188 1614116325.8615
MEM 7657.695312 1614116325.9618
MEM 7665.820312 1614116326.0621
MEM 7674.078125 1614116326.1625
MEM 7682.203125 1614116326.2628
MEM 7690.480469 1614116326.3631
MEM 7698.109375 1614116326.4636
MEM 7705.406250 1614116326.5640
MEM 7713.789062 1614116326.6643
MEM 7722.296875 1614116326.7646
MEM 7729.906250 1614116326.8649
MEM 7737.210938 1614116326.9653
MEM 7745.261719 1614116327.0655
MEM 7753.589844 1614116327.1658
MEM 7761.960938 1614116327.2662
MEM 7770.492188 1614116327.3666
MEM 7778.566406 1614116327.4669
MEM 7785.957031 1614116327.5672
MEM 7793.722656 1614116327.6676
MEM 7802.031250 1614116327.7680
MEM 7810.148438 1614116327.8683
MEM 7818.714844 1614116327.9687
MEM 7827.097656 1614116328.0690
MEM 7835.519531 1614116328.1694
MEM 7843.703125 1614116328.2698
MEM 7852.160156 1614116328.3701
MEM 7860.609375 1614116328.4705
MEM 7868.804688 1614116328.5708
MEM 7876.980469 1614116328.6712
MEM 7885.199219 1614116328.7715
MEM 7893.320312 1614116328.8719
MEM 7901.789062 1614116328.9722
MEM 7909.988281 1614116329.0726
MEM 7918.117188 1614116329.1729
MEM 7926.320312 1614116329.2732
MEM 7934.429688 1614116329.3736
MEM 7942.601562 1614116329.4739
MEM 7950.187500 1614116329.5744
MEM 7958.339844 1614116329.6747
MEM 7965.832031 1614116329.7750
MEM 7971.546875 1614116329.8754
MEM 7978.863281 1614116329.9758
MEM 7987.015625 1614116330.0761
MEM 7995.394531 1614116330.1765
MEM 8003.734375 1614116330.2768
MEM 8012.019531 1614116330.3772
MEM 8020.406250 1614116330.4775
MEM 8028.730469 1614116330.5779
MEM 8036.832031 1614116330.6782
MEM 8044.394531 1614116330.7785
MEM 8051.644531 1614116330.8789
MEM 8059.925781 1614116330.9792
MEM 8068.199219 1614116331.0796
MEM 8076.523438 1614116331.1799
MEM 8084.960938 1614116331.2803
MEM 8093.410156 1614116331.3806
MEM 8101.843750 1614116331.4810
MEM 8110.148438 1614116331.5813
MEM 8118.203125 1614116331.6816
MEM 8126.804688 1614116331.7820
MEM 8135.253906 1614116331.8823
MEM 8143.609375 1614116331.9827
MEM 8151.937500 1614116332.0829
MEM 8159.101562 1614116332.1832
MEM 8162.730469 1614116332.2837
MEM 8170.878906 1614116332.3840
MEM 8177.632812 1614116332.4844
MEM 8185.785156 1614116332.5847
MEM 8193.949219 1614116332.6850
MEM 8202.343750 1614116332.7854
MEM 8210.335938 1614116332.8857
MEM 8218.511719 1614116332.9861
MEM 8226.816406 1614116333.0864
MEM 8235.007812 1614116333.1868
MEM 8243.121094 1614116333.2875
MEM 8250.492188 1614116333.3880
MEM 8257.695312 1614116333.4884
MEM 8265.671875 1614116333.5888
MEM 8273.660156 1614116333.6892
MEM 8281.781250 1614116333.7895
MEM 8289.984375 1614116333.8898
MEM 8298.394531 1614116333.9901
MEM 8306.703125 1614116334.0904
MEM 8314.402344 1614116334.1907
MEM 8322.187500 1614116334.2910
MEM 8330.355469 1614116334.3914
MEM 8338.605469 1614116334.4918
MEM 8346.824219 1614116334.5921
MEM 8355.210938 1614116334.6924
MEM 8363.691406 1614116334.7928
MEM 8371.574219 1614116334.8931
MEM 8379.035156 1614116334.9935
MEM 8386.785156 1614116335.0938
MEM 8395.265625 1614116335.1941
MEM 8403.531250 1614116335.2944
MEM 8411.550781 1614116335.3948
MEM 8419.714844 1614116335.4951
MEM 8428.152344 1614116335.5954
MEM 8436.652344 1614116335.6957
MEM 8444.382812 1614116335.7961
MEM 8451.890625 1614116335.8965
MEM 8460.066406 1614116335.9968
MEM 8468.132812 1614116336.0972
MEM 8476.367188 1614116336.1976
MEM 8484.863281 1614116336.2979
MEM 8493.136719 1614116336.3983
MEM 8501.648438 1614116336.4986
MEM 8511.398438 1614116336.5989
MEM 8519.765625 1614116336.6993
MEM 8528.093750 1614116336.7997
MEM 8536.160156 1614116336.9000
MEM 8544.664062 1614116337.0004
MEM 8552.917969 1614116337.1007
MEM 8561.226562 1614116337.2010
MEM 8569.796875 1614116337.3013
MEM 8577.578125 1614116337.4017
MEM 8585.187500 1614116337.5020
MEM 8593.777344 1614116337.6024
MEM 8602.605469 1614116337.7027
MEM 8611.441406 1614116337.8030
MEM 8620.097656 1614116337.9034
MEM 8628.988281 1614116338.0038
MEM 8637.609375 1614116338.1041
MEM 8646.507812 1614116338.2045
MEM 8655.179688 1614116338.3048
MEM 8664.042969 1614116338.4053
MEM 8672.414062 1614116338.5056
MEM 8681.304688 1614116338.6059
MEM 8689.710938 1614116338.7063
MEM 8698.597656 1614116338.8066
MEM 8707.445312 1614116338.9069
MEM 8715.800781 1614116339.0073
MEM 8722.859375 1614116339.1077
MEM 8730.484375 1614116339.2080
MEM 8739.347656 1614116339.3084
MEM 8748.281250 1614116339.4087
MEM 8757.000000 1614116339.5091
MEM 8765.906250 1614116339.6095
MEM 8774.320312 1614116339.7098
MEM 8781.910156 1614116339.8102
MEM 8789.511719 1614116339.9107
MEM 8797.976562 1614116340.0111
MEM 8806.667969 1614116340.1114
MEM 8815.324219 1614116340.2118
MEM 8823.972656 1614116340.3121
MEM 8831.859375 1614116340.4125
MEM 8839.277344 1614116340.5128
MEM 8847.421875 1614116340.6132
MEM 8855.871094 1614116340.7136
MEM 8864.625000 1614116340.8139
MEM 8873.531250 1614116340.9143
MEM 8882.183594 1614116341.0146
MEM 8890.855469 1614116341.1149
MEM 8899.367188 1614116341.2153
MEM 8906.453125 1614116341.3156
MEM 8914.226562 1614116341.4160
MEM 8922.746094 1614116341.5163
MEM 8931.441406 1614116341.6167
MEM 8940.003906 1614116341.7170
MEM 8948.792969 1614116341.8174
MEM 8957.531250 1614116341.9178
MEM 8965.132812 1614116342.0182
MEM 8972.523438 1614116342.1185
MEM 8980.628906 1614116342.2189
MEM 8988.859375 1614116342.3192
MEM 8997.019531 1614116342.4196
MEM 9005.496094 1614116342.5200
MEM 9013.671875 1614116342.6203
MEM 9021.777344 1614116342.7207
MEM 9029.933594 1614116342.8211
MEM 9037.804688 1614116342.9214
MEM 9044.777344 1614116343.0218
MEM 9052.355469 1614116343.1221
MEM 9060.714844 1614116343.2225
MEM 9069.042969 1614116343.3229
MEM 9077.292969 1614116343.4233
MEM 9085.457031 1614116343.5237
MEM 9093.363281 1614116343.6241
MEM 9101.230469 1614116343.7244
MEM 9108.621094 1614116343.8247
MEM 9116.441406 1614116343.9251
MEM 9124.496094 1614116344.0255
MEM 9129.085938 1614116344.1258
MEM 9129.085938 1614116344.2262
MEM 9129.085938 1614116344.3266
MEM 9129.085938 1614116344.4270
MEM 9129.085938 1614116344.5274
MEM 9129.085938 1614116344.6280
MEM 9129.085938 1614116344.7286
MEM 9129.085938 1614116344.8291
MEM 9129.085938 1614116344.9295
MEM 9129.085938 1614116345.0299
MEM 9129.085938 1614116345.1303
MEM 9129.085938 1614116345.2307
MEM 9129.085938 1614116345.3311
MEM 9129.085938 1614116345.4315
MEM 9129.085938 1614116345.5319
MEM 9129.085938 1614116345.6324
MEM 9129.085938 1614116345.7328
MEM 9129.085938 1614116345.8332
MEM 9129.085938 1614116345.9336
MEM 9129.085938 1614116346.0341
MEM 9129.085938 1614116346.1346
MEM 9129.085938 1614116346.2350
MEM 9129.085938 1614116346.3354
MEM 9129.085938 1614116346.4359
MEM 9129.085938 1614116346.5363
MEM 9129.085938 1614116346.6367
MEM 9129.085938 1614116346.7372
MEM 9129.085938 1614116346.8375
MEM 9129.085938 1614116346.9379
MEM 9129.085938 1614116347.0383
MEM 9129.085938 1614116347.1388
MEM 9129.085938 1614116347.2392
MEM 9129.085938 1614116347.3396
MEM 9129.085938 1614116347.4402
MEM 9129.085938 1614116347.5407
MEM 9129.085938 1614116347.6411
MEM 9129.085938 1614116347.7415
MEM 9129.085938 1614116347.8419
MEM 9129.085938 1614116347.9423
MEM 9129.085938 1614116348.0428
MEM 9129.085938 1614116348.1431
MEM 9129.085938 1614116348.2436
MEM 9129.085938 1614116348.3440
MEM 9129.085938 1614116348.4444
MEM 9129.085938 1614116348.5448
MEM 9129.085938 1614116348.6455
MEM 9129.085938 1614116348.7459
MEM 9129.085938 1614116348.8462
MEM 9129.648438 1614116348.9466
MEM 9136.398438 1614116349.0469
MEM 9143.378906 1614116349.1472
MEM 9152.085938 1614116349.2476
MEM 9160.269531 1614116349.3479
MEM 9167.933594 1614116349.4483
MEM 9175.238281 1614116349.5487
MEM 9183.304688 1614116349.6490
MEM 9191.472656 1614116349.7494
MEM 9199.382812 1614116349.8497
MEM 9203.765625 1614116349.9501
MEM 9211.953125 1614116350.0504
MEM 9220.078125 1614116350.1508
MEM 9228.531250 1614116350.2512
MEM 9236.945312 1614116350.3515
MEM 9244.421875 1614116350.4518
MEM 9251.460938 1614116350.5522
MEM 9259.031250 1614116350.6525
MEM 9267.328125 1614116350.7529
MEM 9275.609375 1614116350.8533
MEM 9283.867188 1614116350.9536
MEM 9292.050781 1614116351.0539
MEM 9300.339844 1614116351.1543
MEM 9308.675781 1614116351.2547
MEM 9316.914062 1614116351.3550
MEM 9325.132812 1614116351.4553
MEM 9330.339844 1614116351.5557
MEM 9338.714844 1614116351.6561
MEM 9346.839844 1614116351.7564
MEM 9354.250000 1614116351.8568
MEM 9362.156250 1614116351.9571
MEM 9369.937500 1614116352.0575
MEM 9376.777344 1614116352.1578
MEM 9383.910156 1614116352.2582
MEM 9392.015625 1614116352.3586
MEM 9400.207031 1614116352.4589
MEM 9407.445312 1614116352.5593
MEM 9415.011719 1614116352.6596
MEM 9423.160156 1614116352.7600
MEM 9431.105469 1614116352.8603
MEM 9438.734375 1614116352.9607
MEM 9447.042969 1614116353.0610
MEM 9455.218750 1614116353.1614
MEM 9463.042969 1614116353.2618
MEM 9470.968750 1614116353.3621
MEM 9477.132812 1614116353.4628
MEM 9483.242188 1614116353.5631
MEM 9491.250000 1614116353.6635
MEM 9499.394531 1614116353.7639
MEM 9507.457031 1614116353.8642
MEM 9514.992188 1614116353.9646
MEM 9522.656250 1614116354.0649
MEM 9530.632812 1614116354.1652
MEM 9538.460938 1614116354.2656
MEM 9546.523438 1614116354.3660
MEM 9554.257812 1614116354.4663
MEM 9562.199219 1614116354.5666
MEM 9566.761719 1614116354.6669
MEM 9572.761719 1614116354.7673
MEM 9577.820312 1614116354.8677
MEM 9584.300781 1614116354.9681
MEM 9592.070312 1614116355.0684
MEM 9599.871094 1614116355.1687
MEM 9607.984375 1614116355.2690
MEM 9615.972656 1614116355.3694
MEM 9623.679688 1614116355.4697
MEM 9631.679688 1614116355.5700
MEM 9640.214844 1614116355.6704
MEM 9648.042969 1614116355.7708
MEM 9655.984375 1614116355.8711
MEM 9664.437500 1614116355.9714
MEM 9672.414062 1614116356.0717
MEM 9680.261719 1614116356.1720
MEM 9688.011719 1614116356.2723
MEM 9695.929688 1614116356.3726
MEM 9703.808594 1614116356.4729
MEM 9711.476562 1614116356.5732
MEM 9719.414062 1614116356.6735
MEM 9727.093750 1614116356.7738
MEM 9734.960938 1614116356.8741
MEM 9742.808594 1614116356.9744
MEM 9750.664062 1614116357.0748
MEM 9758.535156 1614116357.1751
MEM 9785.839844 1614116357.2757
MEM 9815.476562 1614116357.3763
MEM 9839.703125 1614116357.4767
MEM 9840.218750 1614116357.5769
MEM 9841.496094 1614116357.6773
MEM 9841.750000 1614116357.7776
MEM 9842.406250 1614116357.8780
MEM 9842.660156 1614116357.9783
MEM 9843.175781 1614116358.0787
MEM 9843.691406 1614116358.1790
MEM 9843.949219 1614116358.2793
MEM 9844.500000 1614116358.3797
MEM 9845.015625 1614116358.4800
MEM 9845.273438 1614116358.5802
MEM 9845.789062 1614116358.6805
MEM 9846.304688 1614116358.7807
MEM 9847.078125 1614116358.9407
MEM 9847.335938 1614116359.0411
MEM 9847.984375 1614116359.1415
MEM 9848.238281 1614116359.2418
MEM 9848.753906 1614116359.3422
MEM 9849.269531 1614116359.4425
MEM 9849.785156 1614116359.5428
MEM 9850.042969 1614116359.6430
MEM 9850.558594 1614116359.7433
MEM 9851.074219 1614116359.8437
MEM 9851.332031 1614116359.9440
MEM 9851.847656 1614116360.0442
MEM 9852.363281 1614116360.1445
MEM 9852.878906 1614116360.2448
MEM 9853.394531 1614116360.3450
MEM 9853.652344 1614116360.4453
MEM 9854.167969 1614116360.5456
MEM 9854.683594 1614116360.6458
MEM 9855.199219 1614116360.7461
MEM 9855.558594 1614116360.8464
MEM 9856.070312 1614116360.9467
MEM 9856.585938 1614116361.0469
MEM 9856.843750 1614116361.1473
MEM 9857.359375 1614116361.2477
MEM 9857.875000 1614116361.3480
MEM 9858.132812 1614116361.4484
MEM 9858.390625 1614116361.5488
MEM 9858.906250 1614116361.6491
MEM 9859.421875 1614116361.7495
MEM 9859.679688 1614116361.8498
MEM 9860.195312 1614116361.9501
MEM 9860.710938 1614116362.0507
MEM 9860.968750 1614116362.1512
MEM 9861.484375 1614116362.2517
MEM 9862.000000 1614116362.3519
MEM 9862.515625 1614116362.4522
MEM 9862.773438 1614116362.5525
MEM 9863.289062 1614116362.6528
MEM 9863.804688 1614116362.7531
MEM 9864.062500 1614116362.8535
MEM 9864.578125 1614116362.9538
MEM 9865.093750 1614116363.0542
MEM 9865.351562 1614116363.1548
MEM 9865.867188 1614116363.2551
MEM 9866.125000 1614116363.3555
MEM 9866.640625 1614116363.4558
MEM 9867.156250 1614116363.5561
MEM 9867.671875 1614116363.6563
MEM 9867.929688 1614116363.7567
MEM 9868.445312 1614116363.8570
MEM 9868.960938 1614116363.9574
MEM 9869.218750 1614116364.0578
MEM 9869.476562 1614116364.1581
MEM 9869.992188 1614116364.2585
MEM 9870.250000 1614116364.3588
MEM 9870.914062 1614116364.4591
MEM 9871.167969 1614116364.5594
MEM 9871.683594 1614116364.6597
MEM 9872.199219 1614116364.7600
MEM 9872.457031 1614116364.8604
MEM 9872.972656 1614116364.9607
MEM 9873.488281 1614116365.0610
MEM 9874.003906 1614116365.1612
MEM 9874.261719 1614116365.2615
MEM 9874.777344 1614116365.3619
MEM 9875.292969 1614116365.4622
MEM 9875.808594 1614116365.5624
MEM 9876.066406 1614116365.6627
MEM 9876.582031 1614116365.7629
MEM 9877.097656 1614116365.8633
MEM 9877.613281 1614116365.9636
MEM 9877.871094 1614116366.0639
MEM 9878.386719 1614116366.1642
MEM 9878.902344 1614116366.2645
MEM 9879.417969 1614116366.3647
MEM 9879.675781 1614116366.4650
MEM 9880.191406 1614116366.5653
MEM 9880.707031 1614116366.6656
MEM 9881.222656 1614116366.7659
MEM 9881.738281 1614116366.8661
MEM 9881.996094 1614116366.9664
MEM 9882.511719 1614116367.0666
MEM 9883.027344 1614116367.1669
MEM 9883.285156 1614116367.2672
MEM 9883.800781 1614116367.3675
MEM 9884.316406 1614116367.4678
MEM 9884.832031 1614116367.5681
MEM 9885.347656 1614116367.6685
MEM 9885.605469 1614116367.7688
MEM 9886.121094 1614116367.8694
MEM 9886.636719 1614116367.9697
MEM 9886.894531 1614116368.0700
MEM 9887.410156 1614116368.1703
MEM 9887.925781 1614116368.2706
MEM 9888.441406 1614116368.3709
MEM 9888.699219 1614116368.4712
MEM 9889.214844 1614116368.5716
MEM 9889.730469 1614116368.6719
MEM 9889.988281 1614116368.7722
MEM 9890.503906 1614116368.8726
MEM 9891.019531 1614116368.9730
MEM 9891.277344 1614116369.0734
MEM 9891.792969 1614116369.1739
MEM 9892.308594 1614116369.2743
MEM 9892.566406 1614116369.3746
MEM 9893.082031 1614116369.4749
MEM 9893.597656 1614116369.5753
MEM 9894.113281 1614116369.6756
MEM 9894.371094 1614116369.7759
MEM 9894.886719 1614116369.8762
MEM 9895.402344 1614116369.9765
MEM 9895.917969 1614116370.0768
MEM 9896.175781 1614116370.1770
MEM 9896.691406 1614116370.2773
MEM 9897.207031 1614116370.3776
MEM 9897.722656 1614116370.4780
MEM 9897.980469 1614116370.5782
MEM 9898.496094 1614116370.6785
MEM 9899.011719 1614116370.7788
MEM 9899.527344 1614116370.8790
MEM 9899.785156 1614116370.9793
MEM 9900.300781 1614116371.0796
MEM 9900.816406 1614116371.1800
MEM 9901.332031 1614116371.2803
MEM 9901.589844 1614116371.3806
MEM 9902.042969 1614116371.4809
MEM 9902.554688 1614116371.5813
MEM 9903.070312 1614116371.6817
MEM 9903.585938 1614116371.7820
MEM 9903.843750 1614116371.8823
